Year,Month,Temp_Mean,Temp_Std,Humidity_Mean,Humidity_Std,Wind_Speed,Pressure,Visibility,Date
2009,6,19.6441512345679,5.554763334004699,0.6759444444444445,0.2275220504002368,9.950627361111112,1013.1896388888889,10.707573333333332,2009-06-01
2009,7,23.169041218637993,5.4989751062063,0.6002150537634409,0.20965640541841676,9.820156048387098,1014.6291801075268,11.688448521505377,2009-07-01
2009,8,23.009416069295103,5.4638426646180385,0.5972311827956989,0.21516307702003853,9.109245833333334,1016.2335349462365,11.735320295698923,2009-08-01
2009,9,19.391265432098766,5.008556074354118,0.5967638888888889,0.18633930445671365,9.721425972222223,1018.7446944444445,11.711184722222223,2009-09-01
2009,10,11.461626344086023,6.049472246342335,0.7634677419354838,0.15986978729804463,11.922958870967742,1016.6527284946237,9.832685483870968,2009-10-01
2009,11,7.578325617283951,3.728098586592501,0.8652916666666667,0.11551504517005477,10.487070416666667,1015.7138888888888,6.527745,2009-11-01
2009,12,2.5916816009557944,6.066550323945954,0.8446370967741935,0.10667305817630388,13.339455913978496,1010.452809139785,7.566567204301075,2009-12-01
2010,1,-1.3363201911589009,4.588895745752864,0.8759139784946236,0.08028028369217054,10.584668010752688,1016.3611559139785,5.649541935483872,2010-01-01
2010,2,1.449363425925926,4.892664500173361,0.8516815476190477,0.08960253225868738,13.020515625,1008.8660416666667,7.017611458333333,2010-02-01
2010,3,6.704786439665472,6.271790237897574,0.6701612903225806,0.16168602179395392,14.60627056451613,1018.2893817204301,10.633617204301077,2010-03-01
2010,4,12.194328703703702,4.716256973339628,0.706875,0.18808480890478915,11.148422638888889,1017.7571527777778,10.445411666666667,2010-04-01
2010,5,16.686521804062128,4.730071819050781,0.7730913978494623,0.16830758304372934,12.219056048387095,1008.2756989247312,10.750277284946236,2010-05-01
2010,6,20.220339506172838,5.246676057066258,0.7783472222222222,0.175280951484553,10.498899444444445,1011.2723194444444,10.689729166666668,2010-06-01
2010,7,23.150918458781362,5.230474854105519,0.7553225806451613,0.1776946834103611,8.732994892473119,1014.1952956989248,10.91908924731183,2010-07-01
2010,8,21.65216290509259,5.462868610037275,0.7427864583333333,0.19514323619472715,8.309109375,1014.1416015625,11.052440364583333,2010-08-01
2010,9,15.597692901234568,4.282976061702928,0.8268055555555555,0.16916983252379966,9.437998888888888,1015.7342777777778,9.133462916666668,2010-09-01
2010,10,8.828979988052568,4.255116741479922,0.8155376344086022,0.15588321260067978,9.227983333333333,1018.0961290322581,8.691143548387096,2010-10-01
2010,11,8.617685185185186,4.725049204257842,0.8587222222222222,0.13367712978308482,11.141580138888889,1009.8856666666668,8.025179166666666,2010-11-01
2010,12,-0.2635379330943847,6.40269985644029,0.9136021505376345,0.07543098453156549,13.411516397849462,1013.3081989247313,6.464669354838709,2010-12-01
2011,1,0.16455346475507782,4.784762967510904,0.9220295698924731,0.07881384569882993,9.689386827956989,1021.9045295698925,5.960981720430108,2011-01-01
2011,2,-0.15832506613756608,4.281964186123201,0.8541369047619047,0.12037385507136515,10.198152083333333,1021.0543303571428,6.621244791666666,2011-02-01
2011,3,5.919212962962963,6.576131479717873,0.7829704301075269,0.1752542292924063,9.528343548387097,1022.5055645161291,8.671992338709678,2011-03-01
2011,4,13.37866512345679,4.864399830780214,0.5916250000000001,0.198319079345047,12.683512916666668,1015.6749583333333,11.400700694444444,2011-04-01
2011,5,16.861350059737156,5.977307455633665,0.6880376344086021,0.2008445658501697,10.432713440860216,1017.7210215053763,11.290406317204301,2011-05-01
2011,6,21.15530092592593,4.874842123402448,0.677611111111111,0.1915426399221865,10.909941388888889,1014.4305138888889,11.716372500000002,2011-06-01
2011,7,21.562582138590205,6.011638101820098,0.7075,0.20405957354619403,9.834957661290323,1010.734811827957,11.325268010752689,2011-07-01
2011,8,22.94434737156511,6.088941484083458,0.6312634408602151,0.21742532439873272,8.56835940860215,1014.9810080645161,11.57802069892473,2011-08-01
2011,9,20.027422839506173,5.987950839618924,0.611375,0.20784053863311794,8.904507500000001,1017.2963472222223,11.534241250000001,2011-09-01
2011,10,10.286081242532855,5.938491566501559,0.701747311827957,0.1878608362635677,10.356887634408602,1022.4470564516129,10.727793548387096,2011-10-01
2011,11,2.47829475308642,5.303743836988252,0.8005277777777777,0.14815696411079157,6.871636527777778,1027.9899583333333,5.513936944444445,2011-11-01
2011,12,2.901986260454002,3.78741294581182,0.8662231182795699,0.09362655237005171,10.685790725806452,1018.9727419354838,7.547286155913979,2011-12-01
2012,1,1.1339008363201912,3.7677404848734612,0.7975806451612903,0.11768542347335421,12.69755497311828,1020.2789919354838,9.773652150537634,2012-01-01
2012,2,-5.136454342273308,7.168167923313948,0.762859195402299,0.17220370320448194,11.569839367816092,1023.8291235632183,7.165193965517242,2012-02-01
2012,3,7.821580047789725,6.702336619035075,0.5359408602150538,0.2004870966062024,11.607147849462367,1023.7649193548386,11.541319623655914,2012-03-01
2012,4,12.591087962962964,6.215079736793352,0.6502222222222223,0.21495597260641924,12.82543888888889,1008.0471111111111,11.21040763888889,2012-04-01
2012,5,17.15928166069295,5.368735207444009,0.6728629032258064,0.1937815298571234,10.710178763440862,1013.1420295698925,11.842956586021506,2012-05-01
2012,6,22.20911265432099,5.79697035435207,0.6223055555555556,0.19485657782534554,10.408135694444445,1010.913763888889,11.896200555555556,2012-06-01
2012,7,24.56025985663082,5.632142226485674,0.5808602150537635,0.20042971824240938,10.948930510752689,1013.342876344086,11.589944220430107,2012-07-01
2012,8,23.67503733572282,7.067360436222515,0.5000806451612904,0.2042357489086778,9.25392943548387,1014.9790188172043,11.86580819892473,2012-08-01
2012,9,19.48695987654321,5.860199976619084,0.6033194444444444,0.2080252422891377,10.59863,1015.7789583333333,11.67227638888889,2012-09-01
2012,10,12.082175925925926,5.688554693413407,0.7943145161290323,0.17696655250133267,10.424273924731184,1015.257688172043,9.803731451612903,2012-10-01
2012,11,7.908572530864197,3.500084715556904,0.8713888888888889,0.10638327270235606,11.653895555555556,1018.0538055555555,8.645856527777777,2012-11-01
2012,12,-0.2947281959378733,3.9604267736483982,0.8868010752688171,0.10722353450370267,12.477911155913977,1016.5300403225806,7.202088306451613,2012-12-01
2013,1,1.1723715651135005,3.828656450563098,0.8831048387096774,0.10666438871728254,12.571697983870969,1013.4523252688173,8.219590994623656,2013-01-01
2013,2,3.115343915343915,3.3059545965437356,0.8693452380952381,0.11004207232785329,12.096083333333334,1011.0351488095238,8.925964583333334,2013-02-01
2013,3,4.584655017921147,5.47632090707178,0.8099462365591398,0.16715334087808636,14.456501612903228,1009.3015188172043,9.558942204301076,2013-03-01
2013,4,13.01420524691358,7.218203991567056,0.6776666666666666,0.22418971699708323,11.36436388888889,1015.7219166666667,11.005244444444445,2013-04-01
2013,5,17.27345430107527,4.846787465595702,0.7353091397849463,0.1908475426074773,11.573389784946238,1010.9584811827957,11.627705645161292,2013-05-01
2013,6,20.125462962962963,6.22333041644178,0.7618472222222222,0.18649778304284192,8.868998055555556,1014.0310555555556,11.604164444444445,2013-06-01
2013,7,22.562604540023894,5.82292451616292,0.6365860215053764,0.21386127909306346,9.31120994623656,1016.7774731182795,12.02308615591398,2013-07-01
2013,8,23.184595280764633,6.176224170415272,0.5962634408602151,0.2271308916585638,7.97185873655914,1015.8235752688172,14.543342069892475,2013-08-01
2013,9,15.44361111111111,4.697247609724109,0.6919861111111112,0.19190379145654718,10.645610694444445,1015.6453611111111,13.24687875,2013-09-01
2013,10,12.863425925925926,5.44015854946711,0.74875,0.16626098563163644,10.236592069892474,1020.2462231182795,11.85379811827957,2013-10-01
2013,11,7.906103395061728,4.707340117255659,0.8247916666666667,0.11207344570533664,12.393422222222224,1015.7948611111112,10.071220833333333,2013-11-01
2013,12,1.4737305854241338,3.990647345499582,0.8239650537634409,0.12665700172247432,10.166241129032258,1026.915752688172,7.9178241935483875,2013-12-01
2014,1,2.775321087216249,5.05929641502912,0.8461693548387096,0.10784430393568874,11.88283870967742,1015.7795161290322,8.51224744623656,2014-01-01
2014,2,5.017228835978837,4.451571694180401,0.8125297619047619,0.1105702560692338,11.720895833333334,1016.3141220238094,10.650677083333333,2014-02-01
2014,3,9.555346475507767,5.022665189021671,0.6404032258064516,0.1899645041301628,12.95723239247312,1016.294126344086,13.817500403225807,2014-03-01
2014,4,12.978811728395062,4.438865476686022,0.6914027777777778,0.18055194003964214,11.285295,1012.4172777777777,12.777384861111111,2014-04-01
2014,5,15.929196535244923,5.223147281953085,0.6986021505376344,0.1875805658639795,11.821944354838712,1012.8862634408603,12.663905107526883,2014-05-01
2014,6,19.99192901234568,5.6393259161760385,0.6024027777777778,0.21459909640038458,9.740119861111111,1014.8198055555556,14.15071486111111,2014-06-01
2014,7,21.905705503073925,4.582891886376632,0.6993927125506073,0.19197771098330377,9.30903738191633,1012.1979487179487,13.25397192982456,2014-07-01
2014,8,20.694466845878136,5.070195161623424,0.7078091397849463,0.1898938178110758,8.255772715053764,1013.7831317204301,13.44419247311828,2014-08-01
2014,9,17.30264660493827,4.67956046896916,0.7859444444444444,0.1714121896861107,8.524145,1016.4706666666667,12.080366666666666,2014-09-01
2014,10,12.724663978494624,5.518372183324293,0.8261155913978494,0.15017743681766857,8.74587056451613,1019.5839247311827,10.141355376344087,2014-10-01
2014,11,7.842006172839506,4.475162636245928,0.8397361111111111,0.109016655788809,10.104986111111112,1019.1335555555556,7.8971841666666664,2014-11-01
2014,12,3.1904943249701314,4.459279259378057,0.8359274193548386,0.11508999393268515,11.607580645161292,1008.3720295698923,6.450668413978494,2014-12-01
2015,1,2.312858422939068,4.058962303730182,0.8315188172043011,0.11187249842498438,13.050867741935484,1013.8206451612903,8.374380376344085,2015-01-01
2015,2,2.4353505291005293,4.061172286223681,0.8034523809523809,0.13717498086149832,10.76328125,1017.2703571428572,8.426002083333334,2015-02-01
2015,3,7.252329749103943,4.477968855732999,0.6694758064516129,0.17461858286327697,14.382558467741935,1020.3584005376345,11.855139784946237,2015-03-01
2015,4,11.61216049382716,6.100751887365845,0.5477638888888888,0.18612847889356177,14.265114305555556,1017.8548888888889,14.207355555555555,2015-04-01
2015,5,17.113881421744324,4.8114266452758665,0.702741935483871,0.19514706623064879,11.39529435483871,1014.6007795698924,12.848752150537635,2015-05-01
2015,6,20.49798611111111,5.1883864268506485,0.6552083333333333,0.17476297777434535,10.44445013888889,1016.7754027777778,13.849644861111111,2015-06-01
2015,7,23.728920250896056,6.169562340551384,0.6229838709677419,0.2051647265380008,9.116300403225807,1015.0725134408601,14.594844758064516,2015-07-01
2015,8,23.802299880525688,6.115372273832902,0.6598252688172044,0.23191135496384357,7.4166467741935485,1015.676061827957,13.419674596774193,2015-08-01
2015,9,18.34002314814815,6.089402934258515,0.7128888888888889,0.18876360440103085,11.503293472222223,1014.5555972222222,12.307197777777777,2015-09-01
2015,10,10.612761350059737,4.4165245146973575,0.8405241935483871,0.14403573452098206,9.509149059139785,1019.9430107526881,8.363062768817205,2015-10-01
2015,11,6.688773148148148,5.579173521127023,0.8170138888888889,0.15064571199992843,9.021769166666667,1020.3300694444445,8.312206388888889,2015-11-01
2015,12,2.646438172043011,3.0070567021088204,0.9253897849462366,0.08236973861185098,7.950262231182796,1032.3468413978496,4.33228494623656,2015-12-01
2016,1,-0.1096699522102748,4.757803890499076,0.8661559139784946,0.12500554988475476,11.073683870967741,1017.9131182795699,8.207277956989248,2016-01-01
2016,2,6.415493295019157,3.7781361678909566,0.8368534482758622,0.11710051669260485,14.584425574712645,1014.656724137931,10.940250718390804,2016-02-01
2016,3,7.436939964157705,4.112811394056273,0.7646774193548387,0.16425500715769062,11.63207688172043,1013.4451344086023,11.192096774193548,2016-03-01
2016,4,13.345061728395061,5.63763407270903,0.6599722222222222,0.1941150865368333,13.006250833333334,1012.3124861111111,13.316645416666669,2016-04-01
2016,5,16.324835722819593,5.221705114211254,0.7021639784946236,0.18615329648136686,11.27499879032258,1012.6411021505376,13.27209126344086,2016-05-01
2016,6,21.309783950617284,4.92011301714448,0.7334583333333333,0.19085886239485758,8.982391250000001,1013.178,13.046523194444443,2016-06-01
2016,7,22.786208183990443,5.38043315524018,0.6693279569892473,0.21495708037753536,9.131015456989248,1015.2876478494624,13.639902688172045,2016-07-01
2016,8,21.420295698924733,5.118643509674974,0.6740456989247312,0.20033660250138727,9.151378494623657,1018.0263978494623,13.948139784946237,2016-08-01
2016,9,18.46792438271605,6.113948478364382,0.6888333333333333,0.2129957850536622,6.849029444444445,1017.969736111111,13.723259861111112,2016-09-01
2016,10,9.893242234169653,4.111619630741797,0.7999059139784946,0.1313686797995342,11.566854569892472,1020.5212096774194,8.02567688172043,2016-10-01
2016,11,5.282662037037038,2.5449705744522597,0.8484722222222222,0.06750387043397345,10.302859583333333,1019.2974861111111,8.301651944444444,2016-11-01
2016,12,1.2391580678929266,1.891595033293163,0.8879811574697173,0.04803934450241592,11.024859623149394,1019.946339165545,7.46062732166891,2016-12-01
